StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,con,sex,age,moliv,faliv,sib,cuz,roma,sibliv,cuzliv,orient,init,sibgen,WTRso_1,WTRso_2,WTRso_3,WTRso_4,WTRso_5,WTRso_6,WTRso_7,WTRso_8,WTRso_9,WTRso_10,WTRos_1,WTRos_2,WTRos_3,WTRos_4,WTRos_5,WTRos_6,WTRos_7,WTRos_8,WTRos_9,WTRos_10,M0_1,M0_2,M0_3,M0_4,M0_5,M0_6,M0_7,M0_8,M0_9,M0_10,M0_11,M0_12,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q57_8,Q57_9,Q57_10,Q57_11,Q57_12,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q58_10,Q58_11,Q58_12,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,cond,init
2014-04-04 18:00:53,2014-04-04 18:05:12,0,173.187.99.228,,259,1,2014-04-04 18:05:12,R_2cyzymBWWruSNWl,,,,,,1,1,8,1,1,2,1,1,,1,2,,,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-04 18:03:38,2014-04-04 18:07:02,0,65.197.225.130,,204,1,2014-04-04 18:07:02,R_dhF4Lv5uzgP3GUB,,,,,,1,2,11,1,1,2,2,1,,,1,Jackie,,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,3,2,1,4,3,3,2,2,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Jackie
2014-04-04 18:28:33,2014-04-04 18:31:05,0,67.172.99.152,,152,1,2014-04-04 18:31:05,R_ePaGKZ5RtMVJkNv,,,,,,1,1,15,1,1,1,1,1,1,1,2,Charles,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,4,6,6,4,6,6,6,4,4,,,,,,,,,,,,,your closest friend,Charles
2014-04-04 18:33:27,2014-04-04 18:35:43,0,162.249.113.75,,136,1,2014-04-04 18:35:43,R_4TkwFRfyx4aW7TT,,,,,,1,2,9,1,1,1,1,2,1,1,,Danny,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,4,4,3,4,5,4,3,4,your closest friend,Danny
2014-04-04 19:23:11,2014-04-04 19:29:00,0,134.74.73.64,,349,1,2014-04-04 19:29:00,R_0URj2A2QHWOVZuB,,,,,,1,2,6,1,1,1,1,1,1,1,1,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-04 19:37:40,2014-04-04 19:41:11,0,149.160.133.23,,211,1,2014-04-04 19:41:11,R_eIPiGLktiOwAjdz,,,,,,1,1,5,2,1,2,2,1,,,2,Mercedes,,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,6,6,3,5,5,5,6,4,your romantic partner,Mercedes
2014-04-04 19:39:55,2014-04-04 19:44:53,0,72.201.137.5,,298,1,2014-04-04 19:44:53,R_6V7pC8shlzfNMvH,,,,,,1,1,16,1,1,1,1,1,1,1,2,Ricky,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,5,1,2,2,1,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Ricky
2014-04-04 20:02:09,2014-04-04 20:04:34,0,75.111.66.34,,145,1,2014-04-04 20:04:34,R_bfNZipdt3CyuX6B,,,,,,1,2,17,1,1,1,1,1,1,1,1,john,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,2,2,1,1,2,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,john
2014-04-04 20:01:34,2014-04-04 20:06:21,0,24.210.20.239,,287,1,2014-04-04 20:06:22,R_0kPJSmdqGic2sfP,,,,,,1,2,16,1,1,1,1,2,1,1,,Sheryl,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,2,4,4,1,4,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-04 20:00:52,2014-04-04 20:07:24,0,64.85.232.148,,392,1,2014-04-04 20:07:24,R_5zGCsPC8oB8TQ57,,,,,,1,2,37,1,2,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,a stranger,a stranger
2014-04-04 20:07:52,2014-04-04 20:12:29,0,108.23.38.239,,277,1,2014-04-04 20:12:29,R_3jwubuNU4uqlmYt,,,,,,1,2,12,1,1,1,1,1,1,1,1,Alex,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,6,1,6,6,6,6,6,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-04 20:11:37,2014-04-04 20:13:42,0,67.249.15.227,,125,1,2014-04-04 20:13:42,R_bK0alTZasLZ31hX,,,,,,1,2,2,1,2,1,2,1,2,,1,ariana,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,ariana
2014-04-04 20:32:26,2014-04-04 20:33:59,0,74.78.59.123,,93,1,2014-04-04 20:33:59,R_bfPwkwhuOWNkuJD,,,,,,1,1,5,1,1,1,1,1,1,1,1,Yalgy,,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,5,2,5,5,4,4,6,5,6,your mother,Yalgy
2014-04-04 21:35:18,2014-04-04 21:41:40,0,68.61.201.110,,382,1,2014-04-04 21:41:40,R_aafH3N4iuJVKWlT,,,,,,1,2,8,1,1,1,1,1,1,1,1,Tom,,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,3,3,1,1,3,3,1,3,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,Tom
2014-04-04 22:37:54,2014-04-04 22:43:10,0,24.31.150.238,,316,1,2014-04-04 22:43:10,R_1GFscGclZfG3DtH,,,,,,1,1,20,1,1,1,1,1,1,1,2,Tina,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,5,5,5,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Tina
2014-04-04 22:40:00,2014-04-04 22:46:17,0,216.57.173.50,,377,1,2014-04-04 22:46:17,R_4M9vQwd6Nqg9PrD,,,,,,1,2,17,1,1,1,1,1,1,1,1,Kelly,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,5,6,6,5,5,5,6,4,your romantic partner,Kelly
2014-04-04 22:51:37,2014-04-04 22:56:43,0,24.88.64.218,,306,1,2014-04-04 22:56:44,R_0GSLxnCHP7WG6a1,,,,,,1,2,13,1,1,1,1,1,1,1,1,Dominique,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Dominique
2014-04-04 23:06:25,2014-04-04 23:09:16,0,67.49.190.217,,171,1,2014-04-04 23:09:16,R_6yDpEkEjfRyEo9D,,,,,,1,2,16,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,4,6,6,5,6,6,5,4,4,,,,,,,,,,,,,a stranger,a stranger
2014-04-04 23:06:14,2014-04-04 23:12:17,0,99.153.249.178,,363,1,2014-04-04 23:12:17,R_b2729SPxiuUBptP,,,,,,1,2,13,1,1,1,1,2,1,1,,,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-04 23:09:47,2014-04-04 23:12:32,0,130.160.156.31,,165,1,2014-04-04 23:12:32,R_bwSsBGFxYa6ztC5,,,,,,1,1,6,1,1,1,1,1,1,1,2,Brittany,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,1,3,1,3,3,3,2,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-04 23:13:25,2014-04-04 23:18:03,0,192.111.71.45,,278,1,2014-04-04 23:18:03,R_8jEFUqXlC16vhnn,,,,,,1,1,9,1,1,1,1,1,1,1,2,Teresa,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Teresa
2014-04-04 23:20:35,2014-04-04 23:22:40,0,35.2.142.3,,125,1,2014-04-04 23:22:40,R_7V47l8kKEh04XPL,,,,,,1,1,4,1,1,1,1,1,1,1,2,Ed,,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,5,6,6,5,5,6,5,5,5,,,,,,,,,,,,,your closest friend,Ed
2014-04-04 23:55:57,2014-04-05 00:01:34,0,69.14.137.25,,337,1,2014-04-05 00:01:35,R_cx2qM4tomew8VQV,,,,,,1,1,8,1,1,1,1,2,1,1,,Sanar,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,5,6,5,2,4,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Sanar
2014-04-05 00:22:28,2014-04-05 00:28:35,0,184.97.100.207,,367,1,2014-04-05 00:28:35,R_4I4nYWilLSClzPn,,,,,,1,2,29,2,1,1,1,1,1,1,1,Tim,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,4,6,6,2,6,6,4,4,1,your romantic partner,Tim
2014-04-05 01:05:51,2014-04-05 01:10:06,0,72.197.150.211,,255,1,2014-04-05 01:10:06,R_bJausRqwZHlYv1H,,,,,,1,2,16,1,1,1,1,1,1,1,1,Gustavo,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,4,4,4,3,4,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Gustavo
2014-04-05 01:17:40,2014-04-05 01:19:01,0,24.170.197.24,,81,1,2014-04-05 01:19:01,R_8AEGRNFVq4Mcxzn,,,,,,1,1,4,1,1,2,2,1,,,2,AA,,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,3,3,4,4,4,3,4,,,,,,,,,,,,,your father,AA
2014-04-05 04:53:23,2014-04-05 04:57:31,0,68.119.156.76,,248,1,2014-04-05 04:57:31,R_8CcwVyS4dQYgfVH,,,,,,1,2,8,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,4,4,1,4,4,4,3,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-05 07:42:56,2014-04-05 07:46:19,0,72.45.247.138,,203,1,2014-04-05 07:46:19,R_9z8VJkNqLWC8aXz,,,,,,1,1,33,1,2,1,1,1,1,1,2,Chris,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,5,6,5,3,4,4,5,3,5,,,,,,,,,,,,,your closest friend,Chris
2014-04-05 07:53:43,2014-04-05 07:56:10,0,69.60.84.14,,147,1,2014-04-05 07:56:10,R_eu46r6xObmxs6Nf,,,,,,1,1,12,1,1,1,1,1,1,1,2,Vickie,,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Vickie
2014-04-05 07:53:47,2014-04-05 07:56:45,0,173.49.88.132,,178,1,2014-04-05 07:56:45,R_9SvIrtjJlwEZZwF,,,,,,1,2,49,2,2,1,1,1,1,1,1,Peggy,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,1,6,6,2,4,5,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Peggy
2014-04-05 07:55:08,2014-04-05 07:57:58,0,50.198.233.26,,170,1,2014-04-05 07:57:58,R_6xosvymZr36kvgV,,,,,,1,2,19,2,1,1,1,1,1,1,1,Jeff,,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,1,6,6,2,2,1,your father,Jeff
2014-04-05 07:56:07,2014-04-05 07:58:23,0,50.155.177.210,,136,1,2014-04-05 07:58:23,R_cAU5mmANUgKFXlr,,,,,,1,1,7,1,1,1,1,2,1,1,,Eric,,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,3,5,5,3,4,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Eric
2014-04-05 07:56:54,2014-04-05 08:00:46,0,99.142.55.230,,232,1,2014-04-05 08:00:46,R_265jbVOBA9ZJOnj,,,,,,1,2,8,1,1,1,1,1,1,1,1,Corey,,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,3,4,6,5,5,5,5,6,3,2,,,,,,,,,,,,,your romantic partner,Corey
2014-04-05 07:57:29,2014-04-05 08:01:12,0,75.133.195.129,,223,1,2014-04-05 08:01:12,R_3sKxtVIIalKje7z,,,,,,1,1,14,1,1,1,1,1,1,1,2,Ash,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,4,6,6,6,6,6,6,2,1,,,,,,,,,,,,,your closest friend,Ash
2014-04-05 07:56:20,2014-04-05 08:05:24,0,76.72.66.247,,544,1,2014-04-05 08:05:24,R_2fAbAvvV8A729ff,,,,,,1,2,18,1,1,1,1,1,1,1,1,Katie,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,3,2,1,1,3,3,1,2,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Katie
2014-04-05 08:31:50,2014-04-05 08:37:40,0,72.72.232.38,,350,1,2014-04-05 08:37:40,R_1WWGB8pabfw1wAB,,,,,,1,2,43,2,2,1,1,1,1,1,1,Andy,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,3,6,6,6,4,4,5,6,6,2,your romantic partner,Andy
2014-04-05 08:36:36,2014-04-05 08:39:29,0,68.116.101.218,,173,1,2014-04-05 08:39:29,R_390PYa2X9rXdppr,,,,,,1,2,11,1,1,1,1,1,1,1,1,Ella,,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,3,2,1,1,2,3,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-05 09:08:42,2014-04-05 09:10:37,0,50.181.181.2,,115,1,2014-04-05 09:10:37,R_3WO5T8yehdBTDut,,,,,,1,1,2,1,1,1,1,2,1,1,,Sherri,,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,1,6,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Sherri
2014-04-05 09:20:09,2014-04-05 09:23:25,0,50.105.211.208,,196,1,2014-04-05 09:23:26,R_5BdQTytvjOqHr6d,,,,,,1,2,40,2,1,2,1,1,,1,1,lacey,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,1,1,3,3,1,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,lacey
2014-04-05 09:58:13,2014-04-05 10:01:54,0,72.239.33.199,,221,1,2014-04-05 10:01:54,R_4Ni0kG1O2Eybzi5,,,,,,1,2,22,1,1,1,1,2,1,1,,Abigail,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,5,6,6,6,4,4,6,6,3,your oldest living sibling,Abigail
2014-04-05 10:25:16,2014-04-05 10:30:29,0,68.58.209.251,,313,1,2014-04-05 10:30:29,R_8J8LxlFP8TUT9Up,,,,,,1,1,19,1,2,1,1,2,1,1,,frankie,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,6,5,1,6,6,6,4,5,6,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,frankie
2014-04-05 10:47:22,2014-04-05 10:50:39,0,173.163.119.245,,197,1,2014-04-05 10:50:40,R_57JjPj1u60URieN,,,,,,1,2,20,1,1,1,1,1,1,1,1,Jason,,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Jason
2014-04-05 10:49:28,2014-04-05 10:56:09,0,97.94.199.71,,401,1,2014-04-05 10:56:10,R_4N2ODK5lYUxDSBf,,,,,,1,2,4,1,1,1,1,2,1,1,,Jose,,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,5,3,5,3,2,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,your father,Jose
2014-04-05 11:58:18,2014-04-05 12:00:53,0,71.56.146.182,,155,1,2014-04-05 12:00:53,R_720maP9BPY4z49f,,,,,,1,1,19,1,1,1,1,2,1,1,,John,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,1,6,6,6,2,4,6,5,2,2,,,,,,,,,,,,,your first cousin,
2014-04-05 11:58:50,2014-04-05 12:02:27,0,192.173.160.145,,217,1,2014-04-05 12:02:27,R_b1JzXoP2eYrOmEd,,,,,,1,2,12,1,1,1,1,1,1,1,1,Emily,,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,3,4,2,3,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Emily
2014-04-05 11:59:29,2014-04-05 12:03:17,0,72.20.193.117,,228,1,2014-04-05 12:03:17,R_2sI1DojCyZeN1Fb,,,,,,1,2,24,1,1,1,1,1,1,1,1,M,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,1,4,3,2,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,M
2014-04-05 12:01:05,2014-04-05 12:03:25,0,98.114.172.82,,140,1,2014-04-05 12:03:25,R_dhWJKKEUm5WX3Lv,,,,,,1,2,9,1,3,1,1,2,1,1,,Chantel,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,5,5,1,3,5,5,2,5,3,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Chantel
2014-04-05 12:00:00,2014-04-05 12:03:49,0,71.90.208.36,,229,1,2014-04-05 12:03:49,R_d0G7Uj25ZglO2DX,,,,,,1,2,19,1,1,1,1,1,1,1,1,Al,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,2,6,6,3,1,2,your father,Al
2014-04-05 11:59:40,2014-04-05 12:06:22,0,184.89.151.214,,402,1,2014-04-05 12:06:22,R_8v79GFikieR4l3T,,,,,,1,2,14,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,2,5,4,3,5,3,3,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-05 12:07:23,2014-04-05 12:09:26,0,8.8.202.215,,123,1,2014-04-05 12:09:26,R_42XZJcOGQZUVuHX,,,,,,1,1,15,1,1,1,1,2,1,1,,Matt,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,4,5,5,4,5,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Matt
2014-04-05 12:08:57,2014-04-05 12:12:07,0,99.89.37.121,,190,1,2014-04-05 12:12:07,R_81gU1xAPgiYUUJL,,,,,,1,1,11,1,1,1,1,1,1,1,2,jennifer,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,6,6,6,5,3,3,6,3,4,,,,,,,,,,,,,your romantic partner,jennifer
2014-04-05 12:07:00,2014-04-05 12:12:32,0,184.166.217.183,,332,1,2014-04-05 12:12:32,R_eSdFBPwGyN3qgtL,,,,,,1,1,11,1,1,1,1,2,1,1,,,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,4,6,5,5,5,5,4,3,5,a stranger,a stranger
2014-04-05 12:10:11,2014-04-05 12:12:48,0,65.60.222.81,,157,1,2014-04-05 12:12:48,R_4IUzlIA8oOyoMXb,,,,,,1,1,5,2,1,1,1,1,1,1,2,sarah,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,3,5,6,2,5,6,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,sarah
2014-04-05 12:09:15,2014-04-05 12:14:36,0,74.71.182.22,,321,1,2014-04-05 12:14:37,R_8cua4MN5G6QcCah,,,,,,1,2,7,1,1,1,1,1,1,1,1,Thak,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,6,6,1,6,6,6,1,6,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Thak
2014-04-05 12:10:04,2014-04-05 12:15:10,0,96.254.61.2,,306,1,2014-04-05 12:15:10,R_eFASPHBAFC5UcJf,,,,,,1,1,6,1,1,1,1,1,1,1,2,Fred,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,Fred
2014-04-05 12:12:41,2014-04-05 12:15:13,0,108.183.57.196,,152,1,2014-04-05 12:15:13,R_9SmsXXvF6vqCAJL,,,,,,1,2,16,1,2,1,1,1,1,1,2,,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,4,6,6,5,6,6,5,6,4,a stranger,a stranger
2014-04-05 12:16:08,2014-04-05 12:19:34,0,98.194.77.171,,206,1,2014-04-05 12:19:34,R_bw0aKokwIsulaGF,,,,,,1,1,15,1,1,1,1,1,1,1,2,Damon,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,an acquaintance,Damon
2014-04-05 12:18:48,2014-04-05 12:23:40,0,71.49.76.50,,292,1,2014-04-05 12:23:40,R_42rvqFLJ9s8faMB,,,,,,1,2,35,2,2,1,1,2,1,1,,taren,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,6,6,4,5,6,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,taren
2014-04-05 12:21:55,2014-04-05 12:25:07,0,67.234.131.65,,192,1,2014-04-05 12:25:07,R_b7A54txAL6qO7kN,,,,,,1,1,21,1,1,1,1,1,1,1,2,Kevin,,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,5,6,5,4,4,5,2,5,,,,,,,,,,,,,your closest friend,Kevin
