"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","con","sex","age","moliv","faliv","sib","cuz","roma","sibliv","cuzliv","orient","init","sibgen","cond","init.1","n_switch_so","n_switch_os","loc_so","loc_os","wtr_so_est","wtr_os_est","WTRos_1","WTRos_10","WTRos_2","WTRos_3","WTRos_4","WTRos_5","WTRos_6","WTRos_7","WTRos_8","WTRos_9","WTRso_1","WTRso_10","WTRso_2","WTRso_3","WTRso_4","WTRso_5","WTRso_6","WTRso_7","WTRso_8","WTRso_9","scenario","grateful","happy","obligated","want","scenario_val","log_scenario_val","mean_log_val"
"2013-12-18 14:50:04","2013-12-18 14:56:20","IP Address","75.178.85.9",NA,"376","true","2013-12-18 14:56:20","R_8kP39EOPdmaysh7",NA,NA,NA,NA,"1","1","7","1","1","1","1","1","1","1","2","Joe",NA,"your father","Joe",1,1,3,2,0.933333333333333,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"S3",5,4,4,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:54:56","2013-12-18 11:59:56","IP Address","205.173.47.253",NA,"300","false","2013-12-18 12:00:56","R_8laozNy6Cn4s54p",NA,NA,NA,NA,"1","2","40","1","2","1","1","1","1","1","1","Pat",NA,"your closest friend","Pat",1,1,5,2,0.666666666666667,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,"S3",NA,NA,NA,NA,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:08:59","2013-12-18 15:15:00","IP Address","71.229.179.250",NA,"361","true","2013-12-18 15:15:01","R_8o9g68imIg7qYzr",NA,NA,NA,NA,"1","1","16","1","1","1","1","1","1","1","2","Summer",NA,"your cousin","Summer",1,1,7,9,0.4,0.133333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,"S3",2,2,3,2,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:49:00","2013-12-18 14:49:00","IP Address","50.125.101.45",NA,"-20822","true","2013-12-18 09:01:59","R_8tRnaDBiyjl252R",NA,NA,NA,NA,"1","1","9","1","1","1","1","1","1","1","2","Peter",NA,"an acquaintance","Peter",1,1,9,8,0.133333333333333,0.266666666666667,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"S3",4,4,3,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:16:36","2013-12-18 15:22:21","IP Address","153.2.247.30",NA,"345","true","2013-12-18 15:22:21","R_8unSosDVJoCWv1r",NA,NA,NA,NA,"1","1","20","2","1","1","1","1","1","1","2","Victoria","2","your oldest living sibling","Victoria",0,1,1,6,1.13333333333333,0.533333333333333,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"S3",2,3,2,2,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:57:43","2013-12-18 15:04:58","IP Address","204.111.91.185",NA,"435","true","2013-12-18 15:04:58","R_8vaf0N1bXq4caO1",NA,NA,NA,NA,"1","1","9","1","2","2","1","2",NA,"1",NA,"Justin",NA,"an acquaintance","Justin",1,1,10,10,0.0333333333333333,0.0333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"S3",3,3,2,2,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:48:54","2013-12-18 15:03:03","IP Address","66.168.207.81",NA,"849","true","2013-12-18 15:03:03","R_8vsWYJ6rmcbY47j",NA,NA,NA,NA,"1","2","38","1","2","1","1","1","1","1","1","deb","2","your oldest living sibling","deb",1,1,5,7,0.666666666666667,0.4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,"S3",3,3,3,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:47:27","2013-12-18 11:55:32","IP Address","74.193.87.170",NA,"485","true","2013-12-18 11:55:32","R_8x0h8AoWbrAfivP",NA,NA,NA,NA,"1","1","14","1","1","1","1","1","1","1","2","Joey",NA,"an acquaintance","Joey",1,1,9,9,0.133333333333333,0.133333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"S3",3,4,3,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:22:29","2013-12-18 15:22:29","IP Address","173.28.231.251",NA,"-21311","true","2013-12-18 09:27:18","R_9AY1hqaWdk82sHr",NA,NA,NA,NA,"1","1","9","1","1","2","1","2",NA,"1",NA,NA,NA,"a stranger","a stranger",1,1,8,7,0.266666666666667,0.4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,"S3",3,3,3,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:08:57","2013-12-18 15:14:44","IP Address","68.8.123.229",NA,"347","true","2013-12-18 15:14:44","R_9EPWg1wtdomNmWF",NA,NA,NA,NA,"1","2","2","1","2","1","1","1","1","1","1","Karin",NA,"your cousin","Karin",1,1,2,3,1.06666666666667,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"S3",4,5,5,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:48:14","2013-12-18 15:00:16","IP Address","108.216.160.174",NA,"722","true","2013-12-18 15:00:17","R_9ESOddjt7kW7zuJ",NA,NA,NA,NA,"1","2","33","2","2","1","1","1","1","1","1","Julia",NA,"your cousin","Julia",1,1,5,5,0.666666666666667,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,"S3",4,4,3,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:31:33","2013-12-18 15:39:42","IP Address","71.34.232.124",NA,"489","true","2013-12-18 15:39:43","R_9F7HXfDnfFtOo1D",NA,NA,NA,NA,"1","2","9","2","2","1","1","1","1","1","1","robert",NA,"your cousin","robert",1,0,10,NA,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"S3",4,4,3,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:09:55","2013-12-18 15:14:08","IP Address","162.229.221.128",NA,"253","true","2013-12-18 15:14:09","R_9FiKh5qP8IohqEl",NA,NA,NA,NA,"1","2","5","1","1","2","1","1",NA,"1","1",NA,NA,"a stranger","a stranger",1,1,8,9,0.266666666666667,0.133333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"S3",4,4,4,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:53:43","2013-12-18 11:59:40","IP Address","24.8.59.140",NA,"357","true","2013-12-18 11:59:40","R_9GiTiLMDl7IYnVX",NA,NA,NA,NA,"1","2","22","1","1","2","1","1",NA,"1","1","Maureen",NA,"your mother","Maureen",1,1,3,3,0.933333333333333,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"S3",3,3,2,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:08:59","2013-12-18 15:14:25","IP Address","71.13.85.115",NA,"326","true","2013-12-18 15:14:25","R_9GOYivd3IUXAyPP",NA,NA,NA,NA,"1","1","8","1","1","1","1","1","1","1","2","Brandon",NA,"your cousin","Brandon",1,1,7,6,0.4,0.533333333333333,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,"S3",3,4,1,2,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:47:49","2013-12-18 14:56:56","IP Address","70.192.18.11",NA,"547","true","2013-12-18 14:56:57","R_9HLqAXT2rwkOpKJ",NA,NA,NA,NA,"1","2","12","1","1","1","1","1","1","1","1","Mildred",NA,"your mother","Mildred",1,1,2,2,1.06666666666667,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"S3",6,6,5,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:20:27","2013-12-18 15:33:35","IP Address","50.142.123.127",NA,"788","true","2013-12-18 15:33:35","R_9HPjINxdyPIOTLn",NA,NA,NA,NA,"1","2","14","1","1","1","1","1","1","1","1","Mark",NA,"your father","Mark",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3",1,1,1,1,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:55:49","2013-12-18 11:59:47","IP Address","96.39.181.203",NA,"238","false","2013-12-18 12:00:56","R_9mcIyJkxCj3l3c9",NA,NA,NA,NA,"1","1","41","2","2","1","2","2","1",NA,NA,NA,NA,"a stranger","a stranger",1,1,10,10,0.0333333333333333,0.0333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"S3",NA,NA,NA,NA,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:19:13","2013-12-18 15:25:06","IP Address","206.192.227.82",NA,"353","true","2013-12-18 15:25:06","R_9mGB6Hs0R455IPP",NA,NA,NA,NA,"1","1","13","1","1","1","1","1","1","1","2",NA,NA,"a stranger","a stranger",1,1,8,10,0.266666666666667,0.0333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"S3",3,2,2,2,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:10:36","2013-12-18 15:16:13","IP Address","71.170.228.3",NA,"337","true","2013-12-18 15:16:13","R_9mNH9zeGYhfG1rn",NA,NA,NA,NA,"1","2","10","1","1","2","1","1",NA,"1","1","Tom",NA,"your closest friend","Tom",1,1,6,5,0.533333333333333,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,"S3",5,5,5,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:49:12","2013-12-18 11:55:21","IP Address","108.80.242.56",NA,"369","true","2013-12-18 11:55:21","R_9N4dZz3pEh9Bk0d",NA,NA,NA,NA,"1","1","18","1","1","1","1","2","1","1",NA,"jen",NA,"an acquaintance","jen",1,1,8,7,0.266666666666667,0.4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,"S3",6,6,6,6,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:50:12","2013-12-18 11:52:24","IP Address","50.12.163.22",NA,"132","false","2013-12-18 12:00:57","R_9nIbN9WL6pB3Ii1",NA,NA,NA,NA,"1","1","12","2","1","2","1","2",NA,"1",NA,"John",NA,"your father","John",0,0,1,1,1.13333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"S3",NA,NA,NA,NA,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:57:00","2013-12-18 11:59:59","IP Address","76.194.129.149",NA,"179","false","2013-12-18 12:00:57","R_9NMss1PU1kIyx4V",NA,NA,NA,NA,"1","2","32","1","2","1","1","1","1","1","1",NA,NA,"a stranger","a stranger",1,1,8,9,0.266666666666667,0.133333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"S3",NA,NA,NA,NA,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:05:53","2013-12-18 15:05:53","IP Address","75.109.0.154",NA,"-21015","true","2013-12-18 09:15:38","R_9nsygr5vTIUFlIN",NA,NA,NA,NA,"1","1","16","1","2","1","1","2","1","1",NA,"tyler",NA,"your cousin","tyler",1,1,5,2,0.666666666666667,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,"S3",4,4,5,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:48:13","2013-12-18 11:52:56","IP Address","24.154.178.226",NA,"283","true","2013-12-18 11:52:56","R_9nun7jpHeW90fLT",NA,NA,NA,NA,"1","2","11","1","1","2","1","2",NA,"1",NA,"Joe",NA,"an acquaintance","Joe",0,1,NA,8,0,0.266666666666667,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"S3",5,4,3,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:28:22","2013-12-18 15:58:02","IP Address","72.67.86.29",NA,"1780","true","2013-12-18 15:58:02","R_9NZWyqmy6tTRr8x",NA,NA,NA,NA,"1","2","9","1","1","1","1","1","1","1","1","Anika",NA,"your closest friend","Anika",1,1,6,7,0.533333333333333,0.4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,"S3",4,4,3,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:54:04","2013-12-18 15:00:34","IP Address","70.215.192.253",NA,"390","true","2013-12-18 15:00:34","R_9o7Q9NxNeBdaekR",NA,NA,NA,NA,"1","2","17","1","1","1","1","1","1","1","2","John",NA,"your father","John",1,1,6,2,0.533333333333333,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,"S3",3,3,3,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:49:33","2013-12-18 11:58:39","IP Address","184.4.117.213",NA,"546","true","2013-12-18 11:58:40","R_9ovY18NVdDbs41D",NA,NA,NA,NA,"1","1","14","2","1","1","1","1","1","1","2","dawn",NA,"your romantic partner","dawn",0,1,1,6,1.13333333333333,0.533333333333333,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"S3",5,5,5,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:22:29","2013-12-18 15:29:48","IP Address","139.55.6.88",NA,"439","true","2013-12-18 15:29:49","R_9oxIgKIU22aSVp3",NA,NA,NA,NA,"1","1","7","1","1","1","1","2","1","1",NA,"Ryan",NA,"your cousin","Ryan",1,1,6,5,0.533333333333333,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,"S3",4,5,4,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:47:22","2013-12-18 11:51:38","IP Address","64.47.148.227",NA,"256","true","2013-12-18 11:51:39","R_9pfAXsIydiYh9nT",NA,NA,NA,NA,"1","1","6","1","1","2","1","1",NA,"1","2","Renz",NA,"your romantic partner","Renz",1,1,3,2,0.933333333333333,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"S3",4,4,4,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:20:04","2013-12-18 15:38:09","IP Address","75.178.25.191",NA,"1085","true","2013-12-18 15:38:09","R_9plipssKwDdVYgJ",NA,NA,NA,NA,"1","2","37","1","2","1","1","1","1","1","1","Tony",NA,"your romantic partner","Tony",1,1,3,3,0.933333333333333,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"S3",5,5,2,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:48:17","2013-12-18 15:02:13","IP Address","108.216.160.174",NA,"836","true","2013-12-18 15:02:13","R_9QP3OrInS8Y32D3",NA,NA,NA,NA,"1","1","38","2","2","1","1","1","1","1","2","Jean",NA,"an acquaintance","Jean",1,1,8,9,0.266666666666667,0.133333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"S3",4,3,3,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:48:30","2013-12-18 14:57:50","IP Address","130.182.26.124",NA,"560","true","2013-12-18 14:57:50","R_9QRgUd2NPJmmMS1",NA,NA,NA,NA,"1","1","15","1","2","1","1","2","1","1",NA,"Jenette",NA,"your closest friend","Jenette",1,0,7,1,0.4,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,"S3",4,4,5,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:08:00","2013-12-18 15:13:15","IP Address","76.28.69.92",NA,"315","true","2013-12-18 15:13:15","R_9Rd2wPDhpolgRIp",NA,NA,NA,NA,"1","1","11","1","1","1","1","2","1","1",NA,"Larry",NA,"your father","Larry",0,0,1,1,1.13333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"S3",4,3,6,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:48:34","2013-12-18 15:02:53","IP Address","216.106.54.250",NA,"859","true","2013-12-18 15:02:53","R_9SMUtgCLXPr4ldX",NA,NA,NA,NA,"1","2","20","2","2","1","1","1","1","1","1","Peter",NA,"your closest friend","Peter",1,1,3,2,0.933333333333333,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"S3",5,5,2,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:10:12","2013-12-18 15:19:26","IP Address","71.239.12.80",NA,"554","true","2013-12-18 15:19:26","R_9Ss5CPKkYRYzfg1",NA,NA,NA,NA,"1","2","14","1","2","1","1","1","1","1","1","Janette",NA,"your closest friend","Janette",1,1,5,5,0.666666666666667,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,"S3",6,6,3,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:07:30","2013-12-18 15:20:58","IP Address","24.240.68.30",NA,"808","true","2013-12-18 15:20:59","R_9SsrYyuzOjPCxBb",NA,NA,NA,NA,"1","1","16","1","1","1","1","2","1","1",NA,"Tom",NA,"your closest friend","Tom",1,1,6,6,0.533333333333333,0.533333333333333,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,"S3",4,4,4,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:49:06","2013-12-18 14:58:15","IP Address","98.196.144.214",NA,"549","true","2013-12-18 14:58:16","R_9Tc6KN0GSXppjsF",NA,NA,NA,NA,"1","2","12","1","3","1","1","2","1","1",NA,"Jamie",NA,"your cousin","Jamie",1,1,4,1,0.8,1.13333333333333,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,"S3",4,4,4,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:06:19","2013-12-18 15:10:55","IP Address","96.250.117.178",NA,"276","true","2013-12-18 15:10:56","R_9TXDaJAg2a4XDAF",NA,NA,NA,NA,"1","2","10","1","1","1","1","1","1","1","2","Mar",NA,"your father","Mar",1,1,8,8,0.266666666666667,0.266666666666667,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"S3",4,4,3,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:25:42","2013-12-18 15:34:36","IP Address","216.212.254.71",NA,"534","true","2013-12-18 15:34:37","R_9uBSVk7xKy0utRb",NA,NA,NA,NA,"1","2","4","1","1","2","1","1",NA,"1","1","Lizzie",NA,"your cousin","Lizzie",1,1,3,3,0.933333333333333,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"S3",4,4,4,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 09:15:58","2013-12-18 09:24:24","IP Address","97.73.80.200",NA,"506","true","2013-12-18 09:24:24","R_9uJtgZQUL4p77a5",NA,NA,NA,NA,"1","1","37","1","2","2","1","2",NA,"1",NA,"Jim",NA,"your closest friend","Jim",1,1,6,5,0.533333333333333,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,"S3",4,3,4,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:12:48","2013-12-18 15:20:36","IP Address","50.190.42.11",NA,"468","false","2013-12-25 15:20:50","R_9vmJYeYbS1dGaLX",NA,NA,NA,NA,"1","2","24","1","1","1","1","1","1","1","1","Ken",NA,"your romantic partner","Ken",1,1,2,3,1.06666666666667,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"S3",6,4,6,6,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:13:15","2013-12-18 15:19:59","IP Address","206.255.38.13",NA,"404","true","2013-12-18 15:19:59","R_9vo7i2gfGqI3FgV",NA,NA,NA,NA,"1","2","38","1","2","1","1","1","1","1","1","Terri","2","your oldest living sibling","Terri",1,1,8,10,0.266666666666667,0.0333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"S3",5,5,5,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:50:26","2013-12-18 14:55:20","IP Address","99.36.164.219",NA,"294","true","2013-12-18 14:55:20","R_9vOkDzcrYN9RL8N",NA,NA,NA,NA,"1","2","12","1","1","2","1","2",NA,"1",NA,"Bu",NA,"an acquaintance","Bu",1,1,5,7,0.666666666666667,0.4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,"S3",3,2,1,1,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:52:23","2013-12-18 12:00:00","IP Address","75.66.83.78",NA,"457","false","2013-12-18 12:00:57","R_9YNIbnn5NZyvEC9",NA,NA,NA,NA,"1","1","49","2","2","1","1","2","2","1",NA,NA,NA,"a stranger","a stranger",1,0,10,1,0.0333333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,"S3",3,3,1,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:47:26","2013-12-18 15:01:16","IP Address","75.85.144.34",NA,"830","true","2013-12-18 15:01:17","R_9YPr3XO3aOVfvZb",NA,NA,NA,NA,"1","1","10","1","1","2","1","2",NA,"1",NA,"Az",NA,"your cousin","Az",1,1,8,10,0.266666666666667,0.0333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"S3",2,1,1,1,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:45:07","2013-12-18 16:31:27","IP Address","71.193.129.201",NA,"2780","true","2013-12-18 16:31:28","R_9yrbPs4hpIzbZgV",NA,NA,NA,NA,"1","1","12","1","1","1","1","1","1","1","2","Jo",NA,"your closest friend","Jo",1,1,2,2,1.06666666666667,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"S3",2,2,2,2,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:55:14","2013-12-18 15:14:48","IP Address","76.177.210.96",NA,"1174","true","2013-12-18 15:14:49","R_9zcdynMzLNSEH53",NA,NA,NA,NA,"1","2","25","1","1","1","1","1","1","1","1","Debbie",NA,"an acquaintance","Debbie",1,1,6,3,0.533333333333333,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,"S3",3,3,1,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 14:48:51","2013-12-18 14:53:02","IP Address","74.239.83.6",NA,"251","true","2013-12-18 14:53:03","R_9ZyZPRuRFYCdDyl",NA,NA,NA,NA,"1","2","21","1","1","1","1","1","1","1","1","rosy",NA,"your cousin","rosy",1,1,8,8,0.266666666666667,0.266666666666667,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"S3",3,3,2,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:02:00","2013-12-18 15:06:36","IP Address","24.252.36.22",NA,"276","true","2013-12-18 15:06:36","R_a320liHFpr8kBX7",NA,NA,NA,NA,"1","1","6","1","1","1","1","1","1","1","2","Sue",NA,"your mother","Sue",1,0,3,1,0.933333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"S3",3,3,3,2,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:01:43","2013-12-18 15:08:52","IP Address","70.127.71.205",NA,"429","true","2013-12-18 15:08:52","R_a3l0sCYJZWhWB3n",NA,NA,NA,NA,"1","1","48","2","2","1","1","1","1","1","2","peter",NA,"your cousin","peter",1,1,8,8,0.266666666666667,0.266666666666667,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"S3",1,1,1,2,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 11:54:14","2013-12-18 12:00:04","IP Address","69.207.134.24",NA,"350","false","2013-12-18 12:00:57","R_a3Lrg2JPDlTzmIJ",NA,NA,NA,NA,"1","1","21","1","1","1","1","1","1","1","2","charles",NA,"your father","charles",0,1,1,5,1.13333333333333,0.666666666666667,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"S3",5,4,5,6,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:25:54","2013-12-18 15:40:52","IP Address","184.46.156.94",NA,"898","true","2013-12-18 15:40:53","R_a3syggmkbpZTNQh",NA,NA,NA,NA,"1","1","10","1","3","1","1","2","1","1",NA,"Ben",NA,"your cousin","Ben",1,0,7,1,0.4,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,"S3",3,2,6,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:06:04","2013-12-18 15:10:46","IP Address","209.84.109.135",NA,"282","true","2013-12-18 15:10:46","R_a4cVJB1zRLR0sqV",NA,NA,NA,NA,"1","1","17","1","1","1","1","1","1","1","2","Tim",NA,"your cousin","Tim",1,1,3,7,0.933333333333333,0.4,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,"S3",4,4,4,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:12:10","2013-12-18 15:18:18","IP Address","66.116.62.178",NA,"368","true","2013-12-18 15:18:18","R_a4eyl6dFqABIEcJ",NA,NA,NA,NA,"1","1","15","1","1","1","1","1","1","1","2","Jessie",NA,"your cousin","Jessie",1,1,5,5,0.666666666666667,0.666666666666667,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,"S3",6,4,5,5,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 09:11:14","2013-12-18 15:18:53","IP Address","72.207.21.164",NA,"22059","true","2013-12-18 15:18:53","R_a5eFhayAFO6cGPz",NA,NA,NA,NA,"1","1","12","1","1","1","1","1","1","1","2","Lynn",NA,"your mother","Lynn",1,1,4,6,0.8,0.533333333333333,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,"S3",6,6,6,6,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:16:42","2013-12-18 15:20:39","IP Address","23.29.120.218",NA,"237","true","2013-12-18 15:20:39","R_a9MY1QORgNVNhD7",NA,NA,NA,NA,"1","1","6","1","1","2","1","2",NA,"1",NA,NA,NA,"a stranger","a stranger",1,0,10,1,0.0333333333333333,1.13333333333333,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,"S3",3,3,3,3,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:20:15","2013-12-18 15:32:07","IP Address","97.75.161.26",NA,"712","true","2013-12-18 15:32:08","R_a9NO70ghfKk6tJX",NA,NA,NA,NA,"1","1","9","1","1","1","1","2","1","1",NA,"Alex",NA,"your closest friend","Alex",1,1,2,2,1.06666666666667,1.06666666666667,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"S3",4,4,4,4,863.497487922705,2.93626107846064,0.849286097439563
"2013-12-18 15:04:40","2013-12-18 15:10:46","IP Address","76.98.91.219",NA,"366","true","2013-12-18 15:10:47","R_abdHyu3SiPo3o9f",NA,NA,NA,NA,"1","1","21","1","2","1","1","1","1","1","2","Lauren","2","your oldest living sibling","Lauren",1,1,3,3,0.933333333333333,0.933333333333333,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"S3",3,3,3,3,863.497487922705,2.93626107846064,0.849286097439563
